,fullname,gender,birth,hand,tourney_spectators,won_matches,lost_matches,country,minutes,rank,year,bp_save_ratio,svpt_won_perc,ace,df_perc,matches,best_season,best_year,best_surface,percent_won
4121,Jack Schipanski,M,1993.0,R,4022.0,0,1,AUS,54.0,,2016.0,0.375,0.4230769230769231,2.0,0.09615384615384616,1,,,,0
4122,Jack Sock,M,1992.0,R,6372.788177339901,113,90,USA,113.65151515151516,93.19,2021.0,0.6110930751304713,0.6517351692993371,6.693069306930693,0.04832742209035465,203,Winter,2017.0,Hard,55
4123,Jack Vance,M,1997.0,U,2882.0,0,1,USA,62.0,,2017.0,0.5833333333333334,0.4642857142857143,0.0,0.03571428571428571,1,,,,0
4124,Jackson J Withrow,M,1993.0,U,2670.375,6,10,USA,90.1875,,2018.0,0.6042053184910328,0.6526261525505916,6.5,0.05361536211110176,16,Winter,2017.0,Hard,37
4125,Jacob Brumm,M,1999.0,U,4092.0,0,1,USA,63.0,,2018.0,0.5,0.3877551020408163,3.0,0.02040816326530612,1,,,,0
4126,Jacob Dunbar,M,1995.0,U,7367.0,2,3,USA,108.6,854.2,2019.0,0.5228571428571429,0.5981100549051475,4.2,0.020571716704805173,5,Summer,2019.0,Hard,40
4127,Jacob Eskeland,M,1998.0,U,2594.0,0,1,NOR,54.0,,2018.0,0.5,0.4528301886792453,1.0,0.03773584905660377,1,,,,0
4128,Jacob Fearnley,M,2001.0,U,3053.0,0,1,GBR,51.0,,2018.0,0.6,0.5,7.0,0.05172413793103448,1,,,,0
4129,Jacob Grills,M,1995.0,U,4873.804878048781,34,48,AUS,99.42682926829268,507.2439024390244,2020.0,0.5135127499703077,0.5901121735572721,3.5609756097560976,0.03565830352268795,82,Summer,2018.0,Hard,41
4130,Jacopo Berrettini,M,1998.0,U,4527.409090909091,16,28,ITA,96.06976744186046,548.2954545454545,2021.0,0.497182049216933,0.5632556756900221,2.4186046511627906,0.04267159679223423,44,Summer,2019.0,Clay,36
4131,Jacopo Stefanini,M,1996.0,U,3067.0,2,4,ITA,93.83333333333333,699.8333333333334,2018.0,0.5675925925925925,0.5220101451350542,2.0,0.04937898560710045,6,Summer,2016.0,Hard,33
4132,Jacqueline Alape Morales,F,,U,3408.0,0,1,COL,,,2019.0,,,,,1,,,,0
4133,Jacqueline Boepple,F,1999.0,U,2758.3333333333335,0,3,GER,,,2016.0,,,,,3,,,,0
4134,Jacqueline Cabaj Awad,F,1996.0,U,3234.7764705882355,145,110,SWE,60.0,549.843137254902,2021.0,0.2857142857142857,0.43137254901960786,0.0,0.0784313725490196,255,Summer,2016.0,Hard,56
4135,Jacqueline Cako,F,1991.0,R,3602.493670886076,60,99,USA,97.67307692307692,348.2151898734177,2020.0,0.5149904800415005,0.54764290418026,3.6346153846153846,0.030970318805365386,159,Summer,2017.0,Hard,37
4136,Jacqueline Payne,F,,R,3174.722222222222,6,12,USA,,,2019.0,,,,,18,Summer,2019.0,Clay,33
4137,Jacqueline Soloveychik,F,,U,3971.0,1,2,USA,,,2021.0,,,,,3,Summer,2021.0,Clay,33
4138,Jacquline Nylander Altelius,F,2000.0,U,3201.822222222222,19,26,SWE,,1388.0,2021.0,,,,,45,Summer,2019.0,Clay,42
4139,Jad Ballout,M,1997.0,U,495.0,0,1,TPE,,,2018.0,,,,,1,,,,0
4140,Jada Bui,F,2002.0,U,3443.0,7,8,CAN,82.0,819.7272727272727,2019.0,0.375,0.4727272727272727,2.0,0.07272727272727272,15,Summer,2019.0,Hard,46
4141,Jada Hart,F,1998.0,U,3040.777777777778,5,4,USA,,,2019.0,,,,,9,Summer,2019.0,Hard,55
4142,Jada Robinson,F,1999.0,U,3431.4423076923076,16,36,USA,,725.6046511627907,2019.0,,,,,52,Summer,2017.0,Hard,30
4143,Jade Bornay,F,2002.0,R,3134.4565217391305,27,19,FRA,,1209.8275862068965,2021.0,,,,,46,Winter,2021.0,Hard,58
4144,Jade Lewis,F,1998.0,R,2773.9,9,21,NZL,82.16666666666667,1090.607142857143,2018.0,0.5666666666666667,0.5847324296439721,1.3333333333333333,0.04297690367990397,30,Summer,2016.0,Clay,30
4145,Jade Marie,F,,U,2739.4,7,8,FRA,,1358.8333333333333,2021.0,,,,,15,Winter,2021.0,Hard,46
4146,Jade Otway,F,,U,3330.0,0,1,NZL,,,2020.0,,,,,1,,,,0
4147,Jade Psonka,F,,U,3000.5,0,2,FRA,,,2021.0,,,,,2,,,,0
4148,Jade Suvrijn,F,1995.0,R,3417.1494252873563,100,74,FRA,100.0,614.8793103448276,2021.0,0.3333333333333333,0.5571428571428572,1.0,0.014285714285714285,174,Summer,2016.0,Clay,57
4149,Jae Hwan Kim,M,1994.0,L,3776.0,0,3,KOR,131.33333333333334,1026.3333333333333,2018.0,0.5223443223443223,0.5250154354796949,5.333333333333333,0.0390445714690372,3,,,,0
4150,Jae Min Seol,M,1989.0,U,3375.0,0,1,KOR,100.0,1182.0,2016.0,0.16666666666666666,0.52,9.0,0.04,1,,,,0
4151,Jae Young Jo,F,1999.0,U,3813.0,0,1,UNK,,,2019.0,,,,,1,,,,0
4152,Jaeda Daniel,F,1999.0,U,3312.032258064516,10,21,USA,,722.5806451612904,2017.0,,,,,31,Summer,2016.0,Clay,32
4153,Jaedan Brown,F,,U,3037.0,6,5,USA,,,2019.0,,,,,11,Summer,2019.0,Clay,54
4154,Jagmeet Kaur Grewal,F,,U,3613.0,0,1,IND,,,2021.0,,,,,1,,,,0
4155,Jahana Bayramova,F,1997.0,U,226.66666666666666,0,3,TKM,52.666666666666664,,2017.0,0.33802308802308806,0.30017006802721086,0.0,0.11394557823129252,3,,,,0
4156,Jai Corbett,M,1994.0,U,8595.666666666666,1,2,AUS,92.33333333333333,1354.0,2020.0,0.5444444444444444,0.6035284620079941,1.0,0.02208439167503495,3,Winter,2020.0,Hard,33
4157,Jaime Edwards,F,2001.0,U,2483.0,0,1,AUS,,,2019.0,,,,,1,,,,0
4158,Jaime Fermosell Delgado,M,1997.0,U,2684.6666666666665,2,4,ESP,60.166666666666664,883.0,2018.0,0.5805555555555556,0.5833324895436697,1.1666666666666667,0.10781500222494012,6,Summer,2017.0,Hard,33
4159,Jaimee Floyd Angele,M,2000.0,U,5237.166666666667,1,5,FRA,99.4,935.8333333333334,2018.0,0.3952380952380953,0.5446384008148714,8.2,0.05982658517952635,6,Winter,2018.0,Hard,16
4160,Jaimee Fourlis,F,1999.0,R,4052.2183908045977,92,82,AUS,107.91666666666667,330.07471264367814,2021.0,0.5543578720662053,0.5496262502527747,1.0833333333333333,0.03247167548411954,174,Summer,2019.0,Clay,52
4161,Jaimy Gayle Van De Wal,F,1994.0,R,3005.3333333333335,1,2,NED,,,2016.0,,,,,3,Summer,2016.0,Clay,33
4162,Jaipet Anontaweesil,F,1998.0,U,3296.4,0,10,THA,,,2020.0,,,,,10,,,,0
4163,Jake Delaney,M,1997.0,U,3599.5714285714284,6,15,AUS,89.04761904761905,1029.904761904762,2020.0,0.5166666666666667,0.5903676787287975,4.285714285714286,0.06534582101516077,21,Winter,2016.0,Hard,28
4164,Jake Douglas,M,1996.0,U,2654.25,1,3,USA,72.25,1471.75,2018.0,0.3744588744588744,0.5598807833506018,2.0,0.05067970758663034,4,Winter,2017.0,Hard,25
4165,Jake Hersey,M,2000.0,U,3796.0,0,1,GBR,98.0,,2018.0,0.375,0.5168539325842697,5.0,0.0449438202247191,1,,,,0
4166,Jakob Aichhorn,M,1998.0,U,3683.0,0,1,AUT,80.0,1042.0,2021.0,0.8,0.5882352941176471,2.0,0.04411764705882353,1,,,,0
4167,Jakob Amilon,M,1994.0,U,2353.0,0,1,SWE,96.0,,2016.0,0.6666666666666666,0.5595238095238095,2.0,0.03571428571428571,1,,,,0
4168,Jakob Sude,M,1991.0,U,3257.6666666666665,3,3,GER,90.33333333333333,1260.3333333333333,2016.0,0.4685185185185185,0.6563073261012421,6.333333333333333,0.042243672818308244,6,Winter,2016.0,Hard,50
4169,Jakub Gewert,M,1993.0,R,3100.0,0,1,POL,90.0,,2017.0,0.6666666666666666,0.4084507042253521,0.0,0.07042253521126761,1,,,,0
4170,Jakub Grzegorczyk,M,1999.0,U,3100.0,0,1,POL,76.0,,2017.0,0.42857142857142855,0.49056603773584906,1.0,0.05660377358490566,1,,,,0
4171,Jakub Hadrava,M,1993.0,R,2977.5,0,2,CZE,92.5,,2017.0,0.5833333333333334,0.49039615846338536,1.0,0.13025210084033612,2,,,,0
4172,Jakub Mensik,M,2005.0,U,4245.0,0,1,CZE,69.0,,2021.0,0.6,0.6545454545454545,6.0,0.07272727272727272,1,,,,0
4173,Jakub Nicod,M,2004.0,U,4245.0,0,1,CZE,115.0,,2021.0,0.42857142857142855,0.618421052631579,3.0,0.013157894736842105,1,,,,0
4174,Jakub Novak,M,1995.0,U,2754.0,0,2,SVK,51.5,,2017.0,0.14285714285714285,0.4290598290598291,2.0,0.08119658119658119,2,,,,0
4175,Jakub Paul,M,1999.0,R,2550.1666666666665,2,4,SUI,98.33333333333333,962.6666666666666,2021.0,0.5777777777777777,0.5933975534594506,3.1666666666666665,0.07099104106980975,6,Summer,2017.0,Clay,33
4176,Jakub Wojcik,M,1998.0,U,2679.0,0,1,USA,116.0,,2018.0,0.5714285714285714,0.5357142857142857,3.0,0.05357142857142857,1,,,,0
4177,Jaleesa Leslie,F,2002.0,U,3177.2,8,12,USA,,,2020.0,,,,,20,Summer,2019.0,Hard,40
4178,James Cerretani,M,1981.0,L,6392.0,0,1,USA,53.0,,2019.0,0.16666666666666666,0.3888888888888889,0.0,0.1111111111111111,1,,,,0
4179,James Duckworth,M,1991.0,R,5656.495535714285,137,87,AUS,98.78181818181818,189.62053571428572,2021.0,0.6529807302897733,0.6721526996337099,8.454545454545455,0.03359352838941012,224,Winter,2019.0,Hard,61
4180,James Frawley,M,1994.0,R,3756.1153846153848,12,14,AUS,92.34615384615384,1281.6666666666667,2019.0,0.5334845772628578,0.5861209482165693,2.3076923076923075,0.07763142533152873,26,Winter,2017.0,Hard,46
4181,James Hignett,M,1993.0,R,2985.5,0,2,GBR,83.5,,2017.0,0.5993589743589745,0.4884615384615385,0.5,0.1401098901098901,2,,,,0
4182,James Hopper,M,,U,7528.0,0,1,GBR,52.0,,2020.0,0.16666666666666666,0.4897959183673469,2.0,0.08163265306122448,1,,,,0
4183,James Ibrahim,M,1997.0,U,6007.142857142857,3,4,AUS,89.85714285714286,1400.5,2019.0,0.5306122448979591,0.5277217928289452,4.0,0.1286156721512573,7,Winter,2019.0,Hard,42
4184,James Marsalek,M,1992.0,U,2956.6666666666665,3,6,GBR,85.33333333333333,674.6666666666666,2017.0,0.5390133831310302,0.5746295189781436,2.7777777777777777,0.07115074276185492,9,Summer,2016.0,Hard,33
4185,James Mcgee,M,1987.0,R,4083.4845360824743,53,44,IRL,95.84705882352941,251.7835051546392,2017.0,0.5307045706271712,0.6070578863098356,4.0,0.05149316554500905,97,Summer,2016.0,Hard,54
4186,James Trotter,M,,U,7250.5,2,2,JPN,81.0,1323.0,2019.0,0.5476190476190476,0.6315461921445694,6.75,0.054871641205312606,4,Summer,2019.0,Hard,50
4187,James Ward,M,1987.0,R,5035.920245398773,70,93,GBR,93.94871794871794,327.86503067484665,2021.0,0.6120537814415365,0.6379733554543765,8.294871794871796,0.04306483595036193,163,Summer,2018.0,Hard,42
4188,Jami Marie Burt,F,,U,3015.4444444444443,1,8,USA,,,2019.0,,,,,9,Summer,2019.0,Hard,11
4189,Jamie Davis,M,2001.0,R,2656.0,0,2,RSA,58.5,,2021.0,0.14285714285714285,0.5206230802983765,0.5,0.060991663010092144,2,,,,0
4190,Jamie Jillissen,F,1997.0,U,3182.777777777778,1,8,NED,,,2017.0,,,,,9,Summer,2017.0,Clay,11
4191,Jamie Loeb,F,1995.0,R,4408.767605633803,145,139,USA,88.1125,221.03521126760563,2021.0,0.4710429791542384,0.5501771150904267,3.0375,0.050254286285794515,284,Summer,2017.0,Hard,51
4192,Jamilah Snells,F,,U,3171.7105263157896,19,19,USA,,1149.0,2021.0,,,,,38,Summer,2019.0,Clay,50
4193,Jamilya Sadykzhanova,F,1997.0,R,2397.3333333333335,0,3,UZB,,,2017.0,,,,,3,,,,0
4194,Jan Choinski,M,1996.0,R,4630.8,58,67,GER,89.20325203252033,296.312,2019.0,0.5281444457667889,0.5980952950434235,2.894308943089431,0.028367433202949488,125,Winter,2019.0,Hard,46
4195,Jan Hernych,M,1979.0,R,3532.714285714286,12,9,CZE,82.38095238095238,399.9047619047619,2018.0,0.5730681818181818,0.6369266137800899,5.0,0.04084782106589434,21,Winter,2016.0,Hard,57
4196,Jan Lennard Struff,M,1990.0,R,5587.589595375723,189,157,GER,100.11377245508982,59.86705202312139,2021.0,0.6039213612126539,0.6543884203976257,9.13353115727003,0.04627136879800347,346,Summer,2016.0,Hard,54
4197,Jan Mertl,M,1982.0,R,3281.2,16,24,CZE,88.36111111111111,322.1,2018.0,0.5829365722413851,0.6389689437966767,5.5,0.042020897059901,40,Summer,2016.0,Clay,40
4198,Jan Satral,M,1990.0,R,4575.070175438596,88,83,CZE,94.42105263157895,292.94736842105266,2020.0,0.6103988993866296,0.6084563536934632,4.571428571428571,0.045052117537475636,171,Summer,2016.0,Clay,51
4199,Jan Simon Vrbsky,M,1998.0,U,4135.0,0,1,GER,71.0,,2017.0,0.6363636363636364,0.5238095238095238,5.0,0.031746031746031744,1,,,,0
4200,Jan Zednik,M,1992.0,R,2840.0,0,1,CZE,49.0,1326.0,2016.0,0.5384615384615384,0.36,0.0,0.08,1,,,,0
4201,Jan Zielinski,M,1996.0,R,3748.222222222222,5,4,POL,117.71428571428571,1003.3333333333334,2021.0,0.5610623294833821,0.5531607045747349,3.111111111111111,0.05397797156560217,9,Summer,2018.0,Clay,55
4202,Jana Abdelaziz,F,,U,2966.6666666666665,1,5,EGY,,,2021.0,,,,,6,Winter,2021.0,Clay,16
4203,Jana Ahakim,F,,U,3186.0,0,1,EGY,,,2020.0,,,,,1,,,,0
4204,Jana Bojovic,F,1999.0,U,3071.5272727272727,34,21,SRB,,1006.4444444444445,2021.0,,,,,55,Summer,2019.0,Clay,61
4205,Jana Boubelikova,F,1994.0,R,2890.0,0,1,CZE,,,2017.0,,,,,1,,,,0
4206,Jana Cepelova,F,1993.0,R,4993.383620689655,126,106,SVK,90.83660130718954,143.5043103448276,2020.0,0.4998570889608041,0.5389612150301527,1.1568627450980393,0.04633111871900163,232,Summer,2016.0,Hard,54
4207,Jana Elagamy,F,,U,4032.6666666666665,1,2,EGY,,,2021.0,,,,,3,Summer,2021.0,Clay,33
4208,Jana Elgebily,F,,U,2949.8,2,3,EGY,,,2021.0,,,,,5,Winter,2021.0,Clay,40
4209,Jana Fett,F,1996.0,R,4331.541501976285,133,120,CRO,95.76612903225806,207.27667984189722,2021.0,0.5290136983886032,0.5466963796962931,2.693548387096774,0.09504291715953835,253,Winter,2017.0,Hard,52
4210,Jana Haid,F,1995.0,U,3191.0,0,1,AUT,,,2016.0,,,,,1,,,,0
4211,Jana Jablonovska,F,1995.0,R,3168.8055555555557,41,31,SVK,,975.96875,2020.0,,,,,72,Summer,2019.0,Clay,56
4212,Jana Jais,F,1998.0,U,3815.0,0,3,GER,,,2017.0,,,,,3,,,,0
4213,Jana Kolodynska,F,2003.0,R,3008.0,15,14,BLR,,1230.9473684210527,2021.0,,,,,29,Winter,2021.0,Hard,51
4214,Jana Lazarevic,F,1998.0,U,2382.0,0,1,SRB,,,2016.0,,,,,1,,,,0
4215,Jana Leder,F,2000.0,U,3227.0,0,1,GER,,,2018.0,,,,,1,,,,0
4216,Jana Mccord,F,1994.0,U,3623.0,0,1,USA,,,2016.0,,,,,1,,,,0
4217,Jana Rovira Alier,F,,U,3095.0,1,1,ESP,,,2020.0,,,,,2,Winter,2020.0,Clay,50
4218,Jana Vanik,F,,U,3055.0,2,4,GER,,,2021.0,,,,,6,Summer,2021.0,Clay,33
4219,Jane Stewart,F,1993.0,U,2981.8571428571427,0,7,USA,,,2019.0,,,,,7,,,,0
4220,Jane Wasserson,F,1996.0,R,3306.535714285714,2,26,USA,37.0,1130.4615384615386,2019.0,0.14285714285714285,0.1724137931034483,0.0,0.20689655172413793,28,Summer,2019.0,Clay,7
4221,Janel Ospanova,F,,U,2571.6666666666665,1,2,KAZ,,,2021.0,,,,,3,Summer,2021.0,Clay,33
4222,Janet Imbo Nloga,F,,U,2905.875,0,8,USA,,,2021.0,,,,,8,,,,0
4223,Janice Shin,F,1998.0,U,3632.0,0,1,USA,,,2016.0,,,,,1,,,,0
4224,Janice Tjen,F,,U,2169.0,1,3,INA,4.0,,2020.0,0.375,0.39622641509433965,2.0,0.1320754716981132,4,Summer,2019.0,Hard,25
4225,Janika Kusy Alzugaray,F,,R,2964.6666666666665,2,10,GUA,,,2021.0,,,,,12,Summer,2019.0,Clay,16
4226,Janina Braun,F,1996.0,U,2933.0,0,2,GER,,,2018.0,,,,,2,,,,0
4227,Janina Geiss,F,1995.0,U,3199.909090909091,0,11,GER,,,2019.0,,,,,11,,,,0
4228,Janina Toljan,F,1990.0,R,2765.8,0,5,AUT,,1206.0,2016.0,,,,,5,,,,0
4229,Janine Hemmes,F,1997.0,R,3196.0,0,4,NED,,,2016.0,,,,,4,,,,0
4230,Janis Podzus,M,1994.0,L,232.0,0,1,LAT,104.0,1211.0,2016.0,0.5,0.5061728395061729,9.0,0.037037037037037035,1,,,,0
4231,Janko Tipsarevic,M,1984.0,R,5066.01030927835,54,43,SRB,111.59375,253.96875,2019.0,0.5937912701819351,0.6292267435682367,5.15625,0.039998570945538464,97,Summer,2017.0,Clay,55
4232,Janna Hildebrand,F,1990.0,R,2766.0,0,2,GER,,,2018.0,,,,,2,,,,0
4233,Jannik Opitz,M,1998.0,U,4518.0,0,1,GER,108.0,,2017.0,0.36363636363636365,0.5106382978723404,6.0,0.1276595744680851,1,,,,0
4234,Jannik Sinner,M,2001.0,R,6483.653333333334,95,55,ITA,106.98,160.18,2021.0,0.5929611942564161,0.6333335913904353,4.621621621621622,0.02983401506695836,150,Summer,2019.0,Hard,63
4235,Janos Zibrat,M,1987.0,R,2343.0,0,1,SLO,66.0,,2017.0,0.2857142857142857,0.4727272727272727,4.0,0.07272727272727272,1,,,,0
4236,Jantje Tilbuerger,F,2001.0,R,3379.8778625954196,70,61,GER,,1054.969696969697,2021.0,,,,,131,Winter,2019.0,Hard,53
4237,Jaqueline Adina Cristian,F,1998.0,R,3702.733564013841,174,115,ROU,97.61904761904762,300.401384083045,2021.0,0.5209576821645787,0.5557492437569025,2.703125,0.047489897385844256,289,Summer,2016.0,Clay,60
4238,Jared Donaldson,M,1996.0,R,6119.0,87,85,USA,104.49079754601227,97.05232558139535,2019.0,0.5538783938189711,0.6350788202164319,5.323170731707317,0.04882249112162194,172,Summer,2016.0,Hard,50
4239,Jared Hiltzik,M,1994.0,U,3502.6288659793813,49,48,USA,92.46315789473684,444.7525773195876,2019.0,0.5273056331294969,0.6304815643883608,7.326315789473684,0.03507915160417434,97,Winter,2018.0,Hard,50
4240,Jared Pratt,M,1999.0,U,3932.0,0,1,USA,141.0,1580.0,2018.0,0.65,0.4954128440366973,6.0,0.06422018348623854,1,,,,0
4241,Jared Thompkins,M,1996.0,U,2584.5,0,2,USA,59.5,,2018.0,0.5576923076923077,0.4852607709750567,1.0,0.12471655328798185,2,,,,0
4242,Jargal Altansarnai,F,1994.0,U,221.33333333333334,1,2,MGL,82.0,,2020.0,0.49318181818181817,0.5040942928039702,0.0,0.04781562523498007,3,Winter,2020.0,Hard,33
4243,Jarkko Nieminen,M,1981.0,L,390.6666666666667,3,0,FIN,106.66666666666667,505.6666666666667,2016.0,0.8783068783068783,0.7097220183037244,3.6666666666666665,0.013212977498691783,3,Summer,2016.0,Carpet,100
4244,Jarmere Jenkins,M,1990.0,R,3528.5,0,2,USA,80.0,419.0,2016.0,0.16666666666666666,0.5757121439280359,5.0,0.023113443278360818,2,,,,0
4245,Jarmila Gajdosova,F,1987.0,R,6410.2,3,7,AUS,97.5,206.7,2016.0,0.5295138888888888,0.5049771624547595,4.25,0.08363156480647353,10,Summer,2016.0,Clay,30
4246,Jaroslav Pospisil,M,1981.0,R,4887.714285714285,14,14,CZE,98.03703703703704,561.5909090909091,2021.0,0.5559529976196643,0.5995086926610866,2.6296296296296298,0.0632758097961214,28,Summer,2016.0,Clay,50
4247,Jarred Wynan,M,1992.0,U,3395.0,0,2,AUS,68.5,,2017.0,0.5634920634920635,0.5497685185185186,10.5,0.06539351851851852,2,,,,0
4248,Jarryd Chaplin,M,1992.0,R,3402.48,9,16,AUS,73.08333333333333,931.5555555555555,2018.0,0.5653263403263403,0.5892899903826684,5.458333333333333,0.07992679194838699,25,Winter,2016.0,Hard,36
4249,Jarryd Woog,M,1994.0,U,2886.5,0,2,USA,71.5,1834.0,2018.0,0.4666666666666667,0.5632763975155279,3.0,0.04127846790890269,2,,,,0
4250,Jasmijn Gimbrere,F,2001.0,R,3101.6140350877195,28,29,NED,,1278.5555555555557,2021.0,,,,,57,Summer,2021.0,Hard,49
4251,Jasmin Buchta,F,1996.0,U,2693.0,0,1,AUT,,,2017.0,,,,,1,,,,0
4252,Jasmin Jebawy,F,1996.0,U,3179.364705882353,25,60,GER,70.375,818.8701298701299,2021.0,0.36299603174603173,0.4214475425439742,0.25,0.06572334008064129,85,Summer,2021.0,Hard,29
4253,Jasmin Ladurner,F,1991.0,R,3171.625,6,18,ITA,,1069.409090909091,2017.0,,,,,24,Winter,2016.0,Clay,25
4254,Jasmin Makela,F,,U,4059.0,0,1,USA,,,2021.0,,,,,1,,,,0
4255,Jasmin Perina,F,,U,2914.0,0,1,AUT,,,2019.0,,,,,1,,,,0
4256,Jasmina Kostek,F,1996.0,U,3279.0,0,1,POL,,,2017.0,,,,,1,,,,0
4257,Jasmina Stoppel,F,2002.0,R,2756.0,0,3,KAZ,,,2021.0,,,,,3,,,,0
4258,Jasmina Tinjic,F,1991.0,R,3374.0,1,1,BIH,,1124.0,2016.0,,,,,2,Summer,2016.0,Clay,50
4259,Jasmine Adams,F,2003.0,U,3500.6666666666665,3,3,AUS,,,2020.0,,,,,6,Winter,2019.0,Hard,50
4260,Jasmine Amber Asghar,F,1997.0,R,2337.875,5,3,GBR,,,2019.0,,,,,8,Winter,2019.0,Hard,62
4261,Jasmine Boyd,F,1999.0,L,3863.0,0,3,USA,,,2019.0,,,,,3,,,,0
4262,Jasmine Conway,F,,U,3231.0416666666665,13,11,GBR,,,2021.0,,,,,24,Winter,2020.0,Hard,54
4263,Jasmine Khoshabeh,F,1998.0,R,4822.0,0,1,IRI,,,2017.0,,,,,1,,,,0
4264,Jasmine Paolini,F,1996.0,R,4195.271241830065,164,142,ITA,90.08333333333333,193.0392156862745,2021.0,0.5256630756730132,0.5391006090312287,0.7902097902097902,0.03695626920967687,306,Summer,2019.0,Clay,53
4265,Jason Jeremy Hildebrandt,M,1999.0,U,3409.0,0,1,GER,63.0,,2017.0,0.6,0.5254237288135594,0.0,0.05084745762711865,1,,,,0
4266,Jason Jung,M,1989.0,R,4693.398692810458,164,142,TPE,97.26101694915255,167.82679738562092,2021.0,0.5997211213821289,0.6330722649414298,3.9060402684563758,0.03918771836658334,306,Summer,2018.0,Hard,53
4267,Jason Kros,M,1997.0,U,8375.0,0,1,USA,68.0,,2019.0,0.42857142857142855,0.4883720930232558,1.0,0.06976744186046512,1,,,,0
4268,Jason Kubler,M,1993.0,R,5385.2164179104475,88,46,AUS,100.8062015503876,228.7462686567164,2021.0,0.5713043695232222,0.6456229322521363,4.7578125,0.05700120194520715,134,Summer,2018.0,Hard,65
4269,Jason Taylor,M,1993.0,U,3155.3333333333335,0,3,AUS,81.33333333333333,,2018.0,0.5505827505827505,0.5221722721722721,3.6666666666666665,0.09657009657009658,3,,,,0
4270,Jasper Van Vliet,M,1998.0,R,3090.0,0,1,NED,60.0,,2016.0,0.6923076923076923,0.49206349206349204,0.0,0.09523809523809523,1,,,,0
4271,Jasza Szajrych,M,,U,3839.0,0,1,POL,86.0,,2021.0,0.4,0.4426229508196721,3.0,0.03278688524590164,1,,,,0
4272,Jatuporn Nalamphun,M,1994.0,U,2616.0,0,1,THA,65.0,,2016.0,0.5384615384615384,0.4,0.0,0.18333333333333332,1,,,,0
4273,Jaume Martinez Vich,M,1994.0,U,3002.0,0,1,ESP,73.0,,2016.0,0.3333333333333333,0.5263157894736842,0.0,0.03508771929824561,1,,,,0
4274,Jaume Munar,M,1997.0,R,4606.978798586572,156,127,ESP,112.11721611721612,136.59717314487634,2021.0,0.5568363519108127,0.6230365875502202,3.2355072463768115,0.03286901163483309,283,Winter,2018.0,Clay,55
4275,Jaume Pla Malfeito,M,1995.0,U,4452.2307692307695,5,8,ESP,101.07692307692308,559.3076923076923,2020.0,0.41467421467421467,0.5471657044420459,1.1538461538461537,0.059786989568819275,13,Summer,2016.0,Clay,38
4276,Javier Barranco Cosano,M,1998.0,U,5174.028571428571,27,43,ESP,100.63235294117646,395.74285714285713,2021.0,0.5664741509123224,0.5744986024853524,2.088235294117647,0.05075805036221651,70,Summer,2019.0,Clay,38
4277,Javier Ladron De Guevara Hi,M,1997.0,U,2480.0,0,1,ESP,64.0,,2018.0,0.3333333333333333,0.4634146341463415,0.0,0.024390243902439025,1,,,,0
4278,Javier Marti,M,1992.0,R,3528.625,5,11,ESP,91.75,449.875,2019.0,0.4980468551056786,0.5624034596508205,0.9375,0.024775230330855266,16,Summer,2017.0,Clay,31
4279,Javier Naser,M,1997.0,U,3113.6666666666665,0,3,CHI,93.66666666666667,1994.0,2018.0,0.4523809523809524,0.5234196806777452,1.0,0.06511893124796352,3,,,,0
4280,Javier Nunez,M,1995.0,U,3112.0,0,3,COL,50.333333333333336,1813.3333333333333,2016.0,0.42287342287342283,0.39853395061728397,0.0,0.1003858024691358,3,,,,0
4281,Javier Pulgar Garcia,M,1989.0,U,2801.0,1,2,ESP,113.5,703.0,2016.0,0.7512820512820513,0.5641338059370846,1.0,0.0448604342046965,3,Summer,2016.0,Hard,33
4282,Javier Rodriguez,M,1990.0,U,2040.0,0,1,MEX,44.0,,2016.0,0.0,0.2857142857142857,1.0,0.02857142857142857,1,,,,0
4283,Jawairiah Noordin,F,1990.0,R,2682.46875,15,17,MAS,85.875,1178.25,2019.0,0.6672619047619048,0.5571576698850429,0.625,0.027185326686121003,32,Summer,2016.0,Hard,46
4284,Jay Clarke,M,1998.0,R,5240.488764044944,83,95,GBR,102.09941520467837,236.70224719101122,2021.0,0.5347135081043046,0.6061527075578663,3.6176470588235294,0.03781478390768164,178,Summer,2018.0,Hard,46
4285,Jayci Goldsmith,F,2000.0,L,3743.25,2,2,USA,,,2019.0,,,,,4,Summer,2016.0,Hard,50
4286,Jayden Court,M,2000.0,R,4442.833333333333,3,3,AUS,103.0,1118.1666666666667,2020.0,0.6875901875901875,0.620082660154168,6.666666666666667,0.04279598601253696,6,Winter,2018.0,Hard,50
4287,Jayesh Pungliya,M,1996.0,U,2934.625,2,6,IND,60.125,1084.125,2018.0,0.5016684704184704,0.5393437492069004,1.75,0.04018694667795517,8,Winter,2016.0,Hard,25
4288,Jazmin Ortenzi,F,2001.0,U,3034.92,58,42,ARG,,749.7466666666667,2021.0,,,,,100,Summer,2019.0,Clay,58
4289,Jazzamay Drew,F,1994.0,U,3136.3684210526317,5,14,GBR,,914.2631578947369,2016.0,,,,,19,Summer,2016.0,Hard,26
4290,Jc Aragone,M,1995.0,R,5002.927777777778,85,95,USA,98.14857142857143,349.17045454545456,2021.0,0.5742562847773648,0.6070961578057931,4.651428571428571,0.04492054292437755,180,Summer,2018.0,Hard,47
